journey_id,university_id,sample_course_id,university_name,course_name,degree_type,course_class,disciplinary_cluster,journey_scope,journey_start_url,journey_hub_url,journey_target_url,homepage_host,hub_host,target_host,target_platform_family,planned_primary_path,planned_secondary_path,manual_click_depth,manual_time_seconds,manual_success,scripted_click_depth,scripted_time_seconds,scripted_success,internal_search_used,filters_used,direct_cta_used,intermediate_steps_count,intermediate_step_1_url,intermediate_step_2_url,intermediate_step_3_url,js_dependency_level_preaudit,measurement_status,notes
J011,UNI06,C011,Università degli Studi di Torino,Scienze della comunicazione,triennale,L-20,communication_media,homepage_to_course,https://www.unito.it/,https://www.unito.it/didattica,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,www.unito.it,www.unito.it,www.unito.it,unito_course_card,homepage > programmes_hub > course_page,homepage > site_search > course_page,4,40,1,,,,1,0,0,3,https://www.unito.it/didattica,https://www.unito.it/didattica/offerta-formativa,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio,low,manual_v1_complete,manual journey collected 2026-04-21 via homepage > Didattica > Offerta formativa > Corsi di studio > internal autocomplete search; autocomplete returned the official course card directly
J012,UNI06,C012,Università degli Studi di Torino,Comunicazione e culture dei media,magistrale,LM-92,communication_media_culture,homepage_to_course,https://www.unito.it/,https://www.unito.it/didattica,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,www.unito.it,www.unito.it,www.unito.it,unito_course_card,homepage > programmes_hub > course_page,homepage > site_search > course_page,4,42,1,,,,1,0,0,3,https://www.unito.it/didattica,https://www.unito.it/didattica/offerta-formativa,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio,low,manual_v1_complete,manual journey collected 2026-04-21 via homepage > Didattica > Offerta formativa > Corsi di studio > internal autocomplete search; autocomplete returned the official magistrale course card directly
J013,UNI07,C013,Università degli Studi di Genova,"Media, comunicazione e società",triennale,L-20,communication_media,homepage_to_course,https://unige.it/,https://corsi.unige.it/,https://corsi.unige.it/corsi/11938,unige.it,corsi.unige.it,corsi.unige.it,unige_course_portal,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,30,1,,,,0,0,0,1,https://corsi.unige.it/corsi/triennale,,,low,manual_v1_complete,manual journey collected 2026-04-22 via homepage 'Futuri Studenti' card 'Lauree triennali' > triennale listing > course card; 11938 is 2025/26 code (prev 11417 same course); 2 clicks from homepage
J014,UNI07,C014,Università degli Studi di Genova,Digital Humanities - Interactive systems and digital media,magistrale,LM-92,communication_digital_humanities,homepage_to_course,https://unige.it/,https://corsi.unige.it/,https://corsi.unige.it/corsi/11945,unige.it,corsi.unige.it,corsi.unige.it,unige_course_portal,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,34,1,,,,0,0,0,1,https://corsi.unige.it/corsi/magistrale,,,low,manual_v1_complete,manual journey collected 2026-04-22 via homepage 'Futuri Studenti' card 'Lauree magistrali' > magistrale listing > course card; 11945 is 2025/26 code (prev 11661 same course); English-language course in Italian listing; 2 clicks
J015,UNI08,C015,Università degli Studi di Milano-Bicocca,Comunicazione interculturale,triennale,L-20,communication_intercultural,homepage_to_course,https://www.unimib.it/,https://www.unimib.it/studiare,https://www.unimib.it/triennale/comunicazione-interculturale,www.unimib.it,www.unimib.it,www.unimib.it,unimib_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,3,45,1,,,,0,0,0,2,https://www.unimib.it/didattica/offerta-formativa/corsi-laurea-iscrizioni,https://www.unimib.it/didattica/offerta-formativa/corsi-laurea-iscrizioni/area-formazione-laurea-triennale-e-laurea-magistrale-ciclo-unico,,low,manual_v1_complete,manual journey collected 2026-04-22 via homepage nav 'Studiare' dropdown > 'Corsi di laurea - iscrizioni' > offerta formativa > 'Area Formazione' > course card; 7 discipline areas; 3 clicks
J016,UNI08,C016,Università degli Studi di Milano-Bicocca,Teoria e tecnologia della comunicazione,magistrale,LM-92,communication_digital_humanities,homepage_to_course,https://www.unimib.it/,https://www.unimib.it/studiare,https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione,www.unimib.it,www.unimib.it,www.unimib.it,unimib_course_site,homepage > Studiare dropdown > corsi-laurea-iscrizioni > Area Scienze magistrale > course_page,homepage > site_search > course_page,3,35,1,,,,0,0,0,2,https://www.unimib.it/didattica/offerta-formativa/corsi-laurea-iscrizioni,https://www.unimib.it/didattica/offerta-formativa/corsi-laurea-iscrizioni/area-scientifica-laurea-magistrale,,low,manual_v1_complete,manual journey collected 2026-04-22 via homepage nav 'Studiare' dropdown > 'Corsi di laurea - iscrizioni' > 'Area Scienze - Laurea magistrale' (16 magistrali) > course card; 3 clicks
J017,UNI09,C017,Università degli Studi di Milano,Comunicazione e società,triennale,L-20,communication_media,homepage_to_course,https://www.unimi.it/,https://www.unimi.it/it/corsi,https://www.unimi.it/it/corsi/laurea-triennale/comunicazione-e-societa-ces,www.unimi.it,www.unimi.it,www.unimi.it,unimi_course_site,homepage > Corsi dropdown > Lauree triennali e magistrali ciclo unico > course_page,homepage > site_search > course_page,2,20,1,,,,0,0,0,1,https://www.unimi.it/it/corsi/corsi-di-laurea-triennali-e-magistrali-ciclo-unico,,,low,manual_v1_complete,manual journey collected 2026-04-22 via 'Corsi' nav dropdown > 'Lauree triennali e magistrali ciclo unico' > alphabetical listing (82 corsi) > course card; 2 clicks
J018,UNI09,C018,Università degli Studi di Milano,"Editoria, culture della comunicazione e della moda",magistrale,LM-92,communication_media_culture,homepage_to_course,https://www.unimi.it/,https://www.unimi.it/it/corsi,https://www.unimi.it/it/corsi/laurea-magistrale/editoria-culture-della-comunicazione-e-della-moda,www.unimi.it,www.unimi.it,www.unimi.it,unimi_course_site,homepage > Corsi dropdown > Lauree Magistrali > course_page,homepage > site_search > course_page,2,20,1,,,,0,0,0,1,https://www.unimi.it/it/corsi/corsi-di-laurea-magistrale,,,low,manual_v1_complete,manual journey collected 2026-04-22 via 'Corsi' nav dropdown > 'Lauree Magistrali' > alphabetical listing (78 corsi) > course card; 2 clicks; same UniMi navigation pattern as J017
J019,UNI10,C019,Università degli Studi dell'Insubria,Scienze della comunicazione,triennale,L-20,communication_media,homepage_to_course,https://www.uninsubria.it/,https://www.uninsubria.it/formazione/la-nostra-didattica,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-della-comunicazione,www.uninsubria.it,www.uninsubria.it,www.uninsubria.it,uninsubria_course_site,homepage > Formazione dropdown > Corsi di laurea > course_page,homepage > site_search > course_page,2,22,1,,,,0,0,0,1,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea,,,low,manual_v1_complete,manual journey collected 2026-04-22 via homepage Formazione nav dropdown > Corsi di laurea > shared all-courses listing > course link; 2 clicks; observed path bypasses the broader La nostra didattica overview page
J020,UNI10,C020,Università degli Studi dell'Insubria,Scienze e Tecniche della Comunicazione,magistrale,LM-92,communication_media,homepage_to_course,https://www.uninsubria.it/,https://www.uninsubria.it/formazione/la-nostra-didattica,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-e-tecniche-della-comunicazione,www.uninsubria.it,www.uninsubria.it,www.uninsubria.it,uninsubria_course_site,homepage > Formazione dropdown > Corsi di laurea > course_page,homepage > site_search > course_page,2,24,1,,,,0,0,0,1,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea,,,low,manual_v1_complete,manual journey collected 2026-04-22 via homepage Formazione nav dropdown > Corsi di laurea > shared all-courses listing > course link; 2 clicks; same listing used for J019 exposes both communication degrees
J021,UNI11,C021,Università degli Studi di Salerno,Scienze della comunicazione,triennale,L-20,communication_media,homepage_to_course,https://www.unisa.it/,https://web.unisa.it/didattica/corsi-laurea,https://corsi.unisa.it/scienze-della-comunicazione,www.unisa.it,web.unisa.it,corsi.unisa.it,unisa_course_site,homepage > Didattica > Corsi di Laurea e Laurea Magistrale > course_page,homepage > site_search > course_page,3,28,1,,,,0,0,0,2,https://web.unisa.it/didattica,https://web.unisa.it/didattica/corsi-laurea,,low,manual_v1_complete,manual journey collected 2026-04-22 via homepage > Didattica > Corsi di Laurea e Laurea Magistrale > triennale table > course link; 3 clicks; listing row shows SC122 and links to the dedicated course site
J022,UNI11,C022,Università degli Studi di Salerno,Corporate Communication e Media (interclasse LM-59/LM-92),magistrale,LM-59/LM-92,communication_media,homepage_to_course,https://www.unisa.it/,https://web.unisa.it/didattica/corsi-laurea,https://corsi.unisa.it/corporate-communication-e-media,www.unisa.it,web.unisa.it,corsi.unisa.it,unisa_course_site,homepage > Didattica > Corsi di Laurea e Laurea Magistrale > course_page,homepage > site_search > course_page,3,30,1,,,,0,0,0,2,https://web.unisa.it/didattica,https://web.unisa.it/didattica/corsi-laurea,,low,manual_v1_complete,manual journey collected 2026-04-22 via homepage > Didattica > Corsi di Laurea e Laurea Magistrale > interclasse magistrale table > course link; 3 clicks; listing row exposes the dedicated course site for Corporate Communication e Media
J023,UNI12,C023,Università degli Studi Roma Tre,Scienze della comunicazione,triennale,L-20,communication_media,homepage_to_course,https://www.uniroma3.it/,https://www.uniroma3.it/didattica/lauree-ws-l/,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,www.uniroma3.it,www.uniroma3.it,www.uniroma3.it,uniroma3_course_site,homepage > DIDATTICA mega-menu > Corsi di Laurea > course_page,homepage > site_search > course_page,2,22,1,,,,0,0,0,1,https://www.uniroma3.it/didattica/lauree-ws-l/,,,low,manual_v1_complete,manual journey collected 2026-04-22 via homepage DIDATTICA mega-menu > Corsi di Laurea > Filosofia Comunicazione e Spettacolo section > course link; 2 clicks; the old didattica-ws menu URL redirects to the current 2025-2026 listing page with a direct course link
J024,UNI12,C024,Università degli Studi Roma Tre,Scienze cognitive della comunicazione e dell'azione,magistrale,LM-92,communication_cognitive,homepage_to_course,https://www.uniroma3.it/,https://www.uniroma3.it/didattica/lauree-ws-lm/,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,www.uniroma3.it,www.uniroma3.it,www.uniroma3.it,uniroma3_course_site,homepage > DIDATTICA mega-menu > Corsi di Laurea Magistrale > course_page,homepage > site_search > course_page,2,23,1,,,,0,0,0,1,https://www.uniroma3.it/didattica/lauree-ws-lm/,,,low,manual_v1_complete,manual journey collected 2026-04-22 via homepage DIDATTICA mega-menu > Corsi di Laurea Magistrale > Filosofia Comunicazione e Spettacolo section > course link; 2 clicks; the type-specific 2025-2026 listing links directly to the LM-92 course page
J025,UNI13,C025,Università degli Studi di Palermo,Scienze della Comunicazione,triennale,L-20,communication_media,homepage_to_course,https://www.unipa.it/,https://www.unipa.it/didattica/offerta-formativa.html,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,www.unipa.it,www.unipa.it,www.unipa.it,unipa_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,30,1,,,,0,1,0,1,https://www.unipa.it/didattica/offerta-formativa.html,,,low,manual_v1_complete,manual journey collected 2026-04-23 via homepage Didattica dropdown > offerta-formativa.html (Vue.js SPA with type filter) > Culture e Società dept > SCIENZE DELLA COMUNICAZIONE card > struttura.html?id=2989 → 302→302 → course page; 2 clicks; type filter Laurea used; 5 curricula all sharing UNIDB_ID=2989
J026,UNI13,C026,Università degli Studi di Palermo,Comunicazione del patrimonio culturale,magistrale,LM-92,communication_cultural_heritage,homepage_to_course,https://www.unipa.it/,https://www.unipa.it/didattica/offerta-formativa.html,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,www.unipa.it,www.unipa.it,www.unipa.it,unipa_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,24,1,,,,0,1,0,1,https://www.unipa.it/didattica/offerta-formativa.html,,,low,manual_v1_complete,manual journey collected 2026-04-23 via homepage Didattica dropdown > offerta-formativa.html (Vue.js SPA with type filter) > Culture e Società dept > COMUNICAZIONE DEL PATRIMONIO CULTURALE card > struttura.html?id=1770 → 302→302 → course page; 2 clicks; type filter Laurea magistrale used; LM-92 with no curricula subdivisions
J027,UNI14,C027,Università per Stranieri di Perugia,Comunicazione internazionale e pubblicitaria,triennale,L-20,communication_international,homepage_to_course,https://www.unistrapg.it/,https://www.unistrapg.it/offerta-formativa,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,www.unistrapg.it,www.unistrapg.it,www.unistrapg.it,unistrapg_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,19,1,,,,0,0,1,1,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale,,,low,manual_v1_complete,manual journey collected 2026-04-23 via homepage Offerta formativa dropdown > corsi-di-laurea-e-laurea-magistrale listing > ComIP card Vai alla pagina del corso (/comip → 301 → canonical); 2 clicks; nav dropdown also exposes direct 1-click course link not taken; /comip slug confirmed 301 to canonical IT URL
J028,UNI14,C028,Università per Stranieri di Perugia,"Comunicazione pubblicitaria, storytelling e cultura d'immagine",magistrale,LM-92,communication_media_culture,homepage_to_course,https://www.unistrapg.it/,https://www.unistrapg.it/offerta-formativa,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-magistrale-comunicazione-pubblicitaria-storytelling-e-cultura-dimmagine-compsi,www.unistrapg.it,www.unistrapg.it,www.unistrapg.it,unistrapg_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,19,1,,,,0,0,1,1,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale,,,low,manual_v1_complete,CR028 2026-04-23; 2 clicks via Offerta formativa nav dropdown > corsi-di-laurea-e-laurea-magistrale listing > CompSI card Vai alla pagina del corso; /compsi slug → 301 → canonical /it/ URL; direct_cta_used=1; 1-click shortcut also present directly in nav dropdown
J029,UNI15,C029,Università degli Studi di Urbino Carlo Bo,"Informazione, Media, Pubblicità",triennale,L-20,communication_media,homepage_to_course,https://www.uniurb.it/,https://www.uniurb.it/studiaconnoi/futuri-studenti/corsi-di-studio,https://www.uniurb.it/corsi/1757256,www.uniurb.it,www.uniurb.it,www.uniurb.it,uniurb_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,19,1,,,,0,0,0,1,https://www.uniurb.it/studiaconnoi/futuri-studenti/corsi-di-studio,,,low,manual_v1_complete,CR028 2026-04-23; 2 clicks via homepage body Corsi di laurea e insegnamenti section > triennale inline link > corsi-di-studio listing > Informazione Media Pubblicita course link
J030,UNI15,C030,Università degli Studi di Urbino Carlo Bo,Comunicazione Digitale per la Cultura,magistrale,LM-92,communication_cultural_heritage,homepage_to_course,https://www.uniurb.it/,https://www.uniurb.it/studiaconnoi/futuri-studenti/corsi-di-studio,https://www.uniurb.it/corsi/1757220,www.uniurb.it,www.uniurb.it,www.uniurb.it,uniurb_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,19,1,,,,0,0,0,1,https://www.uniurb.it/studiaconnoi/futuri-studenti/corsi-di-studio/lauree-magistrali-biennali,,,low,manual_v1_complete,CR028 2026-04-23; 2 clicks via homepage body Corsi di laurea e insegnamenti section > magistrale inline link > lauree-magistrali-biennali listing > Comunicazione Digitale per la Cultura course link
J031,UNI16,C031,Università Telematica Internazionale Uninettuno,Comunicazione digitale d'impresa,triennale,L-20,communication_digital,homepage_to_course,https://www.uninettunouniversity.net/it/default.aspx,https://www.uninettunouniversity.net/it/laurea-scienze-della-comunicazione.aspx,https://www.uninettunouniversity.net/it/indirizzo-comunicazione-digitale-d-impresa.aspx?degree=334&faculty=7&idindirizzo=179&mode=cs,www.uninettunouniversity.net,www.uninettunouniversity.net,www.uninettunouniversity.net,uninettuno_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,19,1,,,,0,0,0,1,https://www.uninettunouniversity.net/it/laurea-scienze-della-comunicazione.aspx,,,low,manual_v1_complete,CR029 2026-04-23; 2 clicks via homepage Offerta formativa card > Lauree Online in Scienze della Comunicazione > Comunicazione digitale d'impresa link on the faculty page
J032,UNI16,C032,Università Telematica Internazionale Uninettuno,"Culture, linguaggi e strategie per la comunicazione nell'era digitale",magistrale,LM-92,communication_digital,homepage_to_course,https://www.uninettunouniversity.net/it/default.aspx,https://www.uninettunouniversity.net/it/laurea-scienze-della-comunicazione.aspx,https://www.uninettunouniversity.net/it/culture-linguaggi-e-strategie-per-la-comunicazione-nell-era-digitale.aspx,www.uninettunouniversity.net,www.uninettunouniversity.net,www.uninettunouniversity.net,uninettuno_course_site,homepage > programmes_hub > course_page,homepage > site_search > course_page,2,19,1,,,,0,0,0,1,https://www.uninettunouniversity.net/it/laurea-scienze-della-comunicazione.aspx,,,low,manual_v1_complete,CR029 2026-04-23; 2 clicks via homepage Offerta formativa card > Lauree Online in Scienze della Comunicazione > LM-92 course link on the faculty page
J033,UNI17,C033,Università della Calabria,Comunicazione e DAMS,triennale,L-3/L-20,communication_media_culture,homepage_to_course,https://www.unical.it/,https://www.unical.it/didattica/offerta-formativa/,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/cds/corso/?lang=it,www.unical.it,www.unical.it,corsi.unical.it,unical_course_portal,homepage > programmes_hub > course_page,homepage > site_search > course_page,3,31,1,,,,0,1,0,1,https://www.unical.it/didattica/offerta-formativa/,,,medium,manual_v1_complete,CR029 2026-04-23; 3 actions via homepage Didattica mega-menu > Offerta Formativa > anno di immatricolazione 2025/2026 filter > generated /storage/cds/52558/ course details page for Comunicazione e DAMS. The new 2026/2027 brochure shortcut /lt-lmcu/comunicazione-e-dams currently returns 404 while the source-layer corsi.unical.it page remains live.
J034,UNI17,C034,Università della Calabria,Linguaggi della comunicazione e dello spettacolo,magistrale,LM-92,communication_media_culture,homepage_to_course,https://www.unical.it/,https://www.unical.it/didattica/offerta-formativa/,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,www.unical.it,www.unical.it,corsi.unical.it,unical_course_portal,homepage > programmes_hub > course_page,homepage > site_search > course_page,3,31,1,,,,0,1,0,1,https://www.unical.it/didattica/offerta-formativa/,,,medium,manual_v1_complete,CR030 2026-04-23; 3 actions via homepage Didattica mega-menu > Offerta Formativa > anno di immatricolazione 2025/2026 filter > generated /storage/cds/45755/ course details page for Linguaggi della comunicazione e dello spettacolo. The separate corsi.unical.it page remains live in the source layer; the current 2025 listing identifies the course as interclass LM-65/LM-92.
J035,UNI18,C035,"Università degli Studi di Napoli ""Federico II""",Culture digitali e della comunicazione,triennale,L-40,communication_digital,homepage_to_course,https://www.unina.it/,https://www.unina.it/it/didattica/offerta-formativa,https://www.corsi.unina.it/D27/home,www.unina.it,www.unina.it,www.corsi.unina.it,unina_course_portal,homepage > programmes_hub > course_page,homepage > site_search > course_page,0,24,0,,,,0,0,0,0,,,,high,manual_v1_complete,"CR030 2026-04-23; blocked_js with 0 clicks. Current shell observation: homepage https://www.unina.it/ and normalized hub /it/didattica/offerta-formativa both return HTTP 403, while target /D27/home remains a JS-only shell. Separate course-details API evidence collected in the same session indicates D27 is in esaurimento and points to an external department page."
J036,UNI18,C036,"Università degli Studi di Napoli ""Federico II""","Digital Society, Social Innovation and Global Citizenship",magistrale,LM-92,communication_digital,homepage_to_course,https://www.unina.it/,https://www.unina.it/it/didattica/offerta-formativa,https://www.corsi.unina.it/DA2/home,www.unina.it,www.unina.it,www.corsi.unina.it,unina_course_portal,homepage > programmes_hub > course_page,homepage > site_search > course_page,0,24,0,,,,0,0,0,0,,,,high,manual_v1_complete,"CR030 2026-04-23; blocked_js with 0 clicks. Current shell observation: homepage https://www.unina.it/ and normalized hub /it/didattica/offerta-formativa both return HTTP 403, while target /DA2/home remains a JS-only shell. Separate course-details API evidence collected in the same session indicates DA2 is active, but the homepage-to-course journey is not reproducible."
