lighthouse_result_id,source_document_id,crawl_run_id,university_id,sample_course_id,page_role,tested_url,final_url,analysis_scope,strategy,device_category,lighthouse_version,performance_score,accessibility_score,best_practices_score,seo_score,first_contentful_paint_ms,largest_contentful_paint_ms,total_blocking_time_ms,cumulative_layout_shift,speed_index_ms,measured_at,raw_json_path,notes
LH_HOME_UNI11,SD0042,CR034,UNI11,,university_homepage,https://www.unisa.it/,https://www.unisa.it/,canonical_default,mobile,mobile,12.6.1,0.82,0.96,0.79,1,1710.098,2910.098,0,0.236171,2596.908317363252,2026-04-23T14:09:15.610Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI11/lhci_filesystem/www_unisa_it--2026_04_23_14_09_15.report.json,tranche4; homepage snapshot
LH_HOME_UNI12,SD0047,CR034,UNI12,,university_homepage,https://www.uniroma3.it/,https://www.uniroma3.it/,canonical_default,mobile,mobile,12.6.1,0.28,0.96,0.79,0.91,4320.7119,15432.841499999993,256,0.8734529999999999,13154.900581085738,2026-04-23T14:10:10.701Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI12/lhci_filesystem/www_uniroma3_it--2026_04_23_14_10_10.report.json,tranche5; homepage snapshot
LH_HOME_UNI13,SD0051,CR034,UNI13,,university_homepage,https://www.unipa.it/,https://www.unipa.it/,canonical_default,mobile,mobile,12.6.1,0.6,0.89,0.96,1,3621.3880000000004,6940.732000000002,54.5,0.003528,19214.627831996477,2026-04-23T14:11:13.242Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI13/lhci_filesystem/www_unipa_it--2026_04_23_14_11_13.report.json,tranche5; homepage snapshot
LH_HOME_UNI14,SD0055,CR034,UNI14,,university_homepage,https://www.unistrapg.it/,https://www.unistrapg.it/it,canonical_default,mobile,mobile,12.6.1,0.52,0.98,0.79,1,4927.956,23738.438499999997,254,0.007972,9357.16176654371,2026-04-23T14:14:27.946Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI14/lhci_filesystem/www_unistrapg_it--2026_04_23_14_14_27.report.json,tranche5; homepage snapshot
LH_HOME_UNI15,SD0061,CR034,UNI15,,university_homepage,https://www.uniurb.it/,https://www.uniurb.it/,canonical_default,mobile,mobile,12.6.1,0.5,0.93,1,0.92,24000.902999999988,26962.21349999999,232.5,0.070699,24000.902999999988,2026-04-23T14:15:16.104Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI15/lhci_filesystem/www_uniurb_it--2026_04_23_14_15_16.report.json,tranche6; fetched with browser user-agent and HTTP/1.1 after empty reply on default curl; homepage snapshot
LH_HOME_UNI16,SD0065,CR034,UNI16,,university_homepage,https://www.uninettunouniversity.net/,https://www.uninettunouniversity.net/en/default.aspx,canonical_default,mobile,mobile,12.6.1,0.05,0.9,0.59,1,7928.121499999999,38177.78199999999,3839,0.48475199999999996,10351.53909034944,2026-04-23T14:17:48.192Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI16/lhci_filesystem/www_uninettunouniversity_net-en_default_aspx-2026_04_23_14_17_48.report.json,tranche6; source seed redirects from root to English default homepage
LH_HOME_UNI17,SD0069,CR034,UNI17,,university_homepage,https://www.unical.it/,https://www.unical.it/,canonical_default,mobile,mobile,12.6.1,0.62,0.98,1,1,3117.6890000000003,4065.6890000000003,121.00000000000045,0.336308,4132.79171864748,2026-04-23T14:18:40.203Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI17/lhci_filesystem/www_unical_it--2026_04_23_14_18_40.report.json,tranche6; homepage snapshot
LH_HOME_UNI18,SD0074,CR034,UNI18,,university_homepage,https://www.unina.it/,https://www.unina.it/it/,canonical_default,mobile,mobile,12.6.1,0.68,0.78,0.93,0.92,4271.239,5349.5205000000005,158.99999999999955,0,4271.239,2026-04-23T14:19:36.463Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI18/lhci_filesystem/www_unina_it-it_-2026_04_23_14_19_36.report.json,tranche7; fetched with browser user-agent and HTTP/1.1 after default curl returned 403; final URL redirects from root to /it/
LH_HOME_UNI19,SD0078,CR034,UNI19,,university_homepage,https://www.unibg.it/,https://www.unibg.it/,canonical_default,mobile,mobile,12.6.1,0.69,0.86,0.89,1,3978.463999999999,5425.139999999999,67.5,0,4887.059360252653,2026-04-23T14:21:02.820Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI19/lhci_filesystem/www_unibg_it--2026_04_23_14_21_02.report.json,tranche7; homepage snapshot
LH_HOME_UNI20,SD0082,CR034,UNI20,,university_homepage,https://www.unitn.it/,https://www.unitn.it/it,canonical_default,mobile,mobile,12.6.1,0.59,0.96,1,0.92,1672.5645000000002,11750.084499999997,504.4999999999991,0,4360.205598213832,2026-04-23T14:22:24.604Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_HOME_UNI20/lhci_filesystem/www_unitn_it-it-2026_04_23_14_22_24.report.json,tranche7; final URL redirects from root to /it
LH_COURSE_C001,SD0003,CR034,UNI01,C001,course_page,https://corsi.unibo.it/laurea/ScienzeComunicazione,https://corsi.unibo.it/laurea/ScienzeComunicazione,canonical_default,mobile,mobile,12.6.1,0.36,0.97,1,1,24804.77852801513,27623.15199999999,0,0.422278,24804.77852801513,2026-04-23T14:23:07.782Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C001/lhci_filesystem/corsi_unibo_it-laurea_ScienzeComunicazione-2026_04_23_14_23_07.report.json,tranche1; official course portal
LH_COURSE_C002,SD0004,CR034,UNI01,C002,course_page,https://www.unibo.it/it/studiare/lauree-magistrali/corso/2025/6824,https://www.unibo.it/it/studiare/lauree-magistrali/corso/2025/6824,canonical_default,mobile,mobile,12.6.1,0.48,1,1,0.92,18653.452000000005,20308.572000000004,334,0,18653.452000000005,2026-04-23T14:24:12.969Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C002/lhci_filesystem/www_unibo_it-it_studiare_lauree_magistrali_corso_2025_6824-2026_04_23_14_24_12.report.json,tranche1; official ateneo course card
LH_COURSE_C003,SD0089,CR034,UNI02,C003,course_page,https://www.unipd.it/corsi-di-laurea/comunicazione,https://www.unipd.it/corsi-di-laurea/comunicazione,canonical_default,mobile,mobile,12.6.1,0.32,0.96,0.71,0.66,3326.0233000000007,24607.21669999999,2033.4999999999964,0,9385.12715817636,2026-04-23T14:26:20.198Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C003/lhci_filesystem/www_unipd_it-corsi_di_laurea_comunicazione-2026_04_23_14_26_20.report.json,CR015; new canonical URL for C003/J003 post Unipd platform migration; L-20 confirmed in static HTML; replaces dead SD0007 (/offerta-didattica/... -> 308 -> homepage)
LH_COURSE_C004,SD0090,CR034,UNI02,C004,course_page,https://www.unipd.it/corsi-di-laurea/strategie-di-comunicazione,https://www.unipd.it/corsi-di-laurea/strategie-di-comunicazione,canonical_default,mobile,mobile,12.6.1,0.36,0.96,0.71,0.66,3315.306,24729.667999999998,1252.4164999999998,0,9589.70639504804,2026-04-23T14:28:52.169Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C004/lhci_filesystem/www_unipd_it-corsi_di_laurea_strategie_di_comunicazione-2026_04_23_14_28_52.report.json,CR017; canonical C004/J004 URL resolved on the current Next.js platform; replaces dead pre-migration /offerta-didattica seed
LH_COURSE_C005,SD0011,CR034,UNI03,C005,course_page,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/discipline-dello-spettacolo-e-della-comunicazione-dscr-l,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/discipline-dello-spettacolo-e-della-comunicazione-dscr-l/,canonical_default,mobile,mobile,12.6.1,0.69,0.91,1,0.85,4380.075000000001,4530.075000000001,20,0.083141,6116.072901801215,2026-04-23T14:30:24.181Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C005/lhci_filesystem/www_unipi_it-didattica_corsi_lauree_triennali_ciclo_unico_discipline_dello_spettacolo_e_della_comunicazione_dscr_l_-2026_04_23_14_30_24.report.json,tranche2; official ateneo course page
LH_COURSE_C006,SD0012,CR034,UNI03,C006,course_page,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/comunicazione-media-tecnologie-wcm-lm,https://www.unipi.it/didattica/corsi/lauree-magistrali/comunicazione-media-tecnologie-wcm-lm/,canonical_default,mobile,mobile,12.6.1,0.68,0.9,1,0.85,4115.814999999998,4732.9929999999995,0,0.022757999999999997,7397.21416400349,2026-04-23T14:31:16.241Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C006/lhci_filesystem/www_unipi_it-didattica_corsi_lauree_magistrali_comunicazione_media_tecnologie_wcm_lm_-2026_04_23_14_31_16.report.json,tranche2; final URL normalized from master seed to the lauree-magistrali path
LH_COURSE_C007,SD0015,CR034,UNI04,C007,course_page,https://www.unifi.it/it/node/6520,https://www.unifi.it/it/node/6520,canonical_default,mobile,mobile,12.6.1,0.75,1,1,0.92,1363.2269999999999,4347.227,408,0.006221,2753.574635088532,2026-04-23T14:33:33.940Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C007/lhci_filesystem/www_unifi_it-it_node_6520-2026_04_23_14_33_33.report.json,tranche2; collected before hub normalization; parent relinked to normalized programmes hub SD0021 in CR003
LH_COURSE_C008,SD0016,CR034,UNI04,C008,course_page,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,canonical_default,mobile,mobile,12.6.1,0.69,1,1,0.92,1367.377,4876.377,478.00000000000045,0,2863.2823982797104,2026-04-23T14:34:26.377Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C008/lhci_filesystem/www_unifi_it-it_studia_con_noi_corsi_di_laurea_corsi_di_laurea_magistrali_pratiche_linguaggi_e_culture_della-2026_04_23_14_34_26.report.json,tranche2; collected before hub normalization; parent relinked to normalized programmes hub SD0021 in CR003
LH_COURSE_C009,SD0019,CR034,UNI05,C009,course_page,https://scienze-comunicazione.unisi.it/it,https://scienze-comunicazione.unisi.it/it,canonical_default,mobile,mobile,12.6.1,0.57,0.93,0.96,0.92,8205.1725,14322.1055,37,0.013544,8205.1725,2026-04-23T14:35:06.243Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C009/lhci_filesystem/scienze_comunicazione_unisi_it-it-2026_04_23_14_35_06.report.json,tranche2; dedicated course site surfaced from definitive master
LH_COURSE_C010,SD0091,CR034,UNI05,C010,course_page,https://www.unisi.it/ugov/degree/82714,https://www.unisi.it/ugov/degree/82714,canonical_default,mobile,mobile,12.6.1,0.54,0.91,1,0.83,1242.5129999999997,4966.040999999999,18,0.6856840000000002,5378.484452132307,2026-04-23T14:35:45.815Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C010/lhci_filesystem/www_unisi_it-ugov_degree_82714-2026_04_23_14_35_45.report.json,CR019; current official C010/J010 U-GOV sheet surfaced by Didattica > Corsi di studio 2025-2026; replaces historical D003 /ugov/degree/22463 as master target while older sheet remains in provenance
LH_COURSE_C011,SD0024,CR034,UNI06,C011,course_page,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione,canonical_default,mobile,mobile,12.6.1,0.8,0.93,0.96,0.92,2751.393,3901.128,90,0,4821.912739968186,2026-04-23T14:36:37.490Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C011/lhci_filesystem/www_unito_it-didattica_offerta_formativa_corsi_di_studio_scienze_della_comunicazione-2026_04_23_14_36_37.report.json,tranche3; official ateneo course card
LH_COURSE_C012,SD0025,CR034,UNI06,C012,course_page,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media,canonical_default,mobile,mobile,12.6.1,0.82,0.93,0.96,0.92,2889.5819999999994,3922.8399999999997,89,0,3218.679583077439,2026-04-23T14:38:03.366Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C012/lhci_filesystem/www_unito_it-didattica_offerta_formativa_corsi_di_studio_comunicazione_e_culture_dei_media-2026_04_23_14_38_03.report.json,tranche3; official ateneo course card
LH_COURSE_C013,SD0028,CR034,UNI07,C013,course_page,https://corsi.unige.it/11938,https://corsi.unige.it/corsi/11938,canonical_default,mobile,mobile,12.6.1,0.97,0.86,1,0.92,1397.4180000000001,2222.418,85,0.014995,3236.7022516547854,2026-04-23T14:38:59.209Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C013/lhci_filesystem/corsi_unige_it-corsi_11938-2026_04_23_14_38_59.report.json,tranche3; source seed redirects to canonical /corsi/11938
LH_COURSE_C014,SD0029,CR034,UNI07,C014,course_page,https://corsi.unige.it/11945,https://corsi.unige.it/corsi/11945,canonical_default,mobile,mobile,12.6.1,0.57,0.82,1,0.83,8761.6195,15443.342500000002,20,0,8761.6195,2026-04-23T14:39:39.389Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C014/lhci_filesystem/corsi_unige_it-corsi_11945-2026_04_23_14_39_39.report.json,tranche3; source seed redirects to canonical /corsi/11945
LH_COURSE_C015,SD0032,CR034,UNI08,C015,course_page,https://www.unimib.it/triennale/comunicazione-interculturale,https://www.unimib.it/triennale/comunicazione-interculturale,canonical_default,mobile,mobile,12.6.1,0.59,0.96,0.96,0.92,3278.126,9031.427999999998,284.1260000000011,0,5373.915746857836,2026-04-23T14:40:48.453Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C015/lhci_filesystem/www_unimib_it-triennale_comunicazione_interculturale-2026_04_23_14_40_48.report.json,tranche3; official course page
LH_COURSE_C016,SD0033,CR034,UNI08,C016,course_page,https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione,https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione,canonical_default,mobile,mobile,12.6.1,0.68,0.96,0.96,0.85,1817.5795000000003,8827.8115,255.5,0.058243,2784.69169079019,2026-04-23T14:41:12.137Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C016/lhci_filesystem/www_unimib_it-magistrale_teoria_tecnologia_comunicazione-2026_04_23_14_41_12.report.json,tranche3; official course page
LH_COURSE_C017,SD0036,CR034,UNI09,C017,course_page,https://www.unimi.it/it/corsi/laurea-triennale/comunicazione-e-societa-ces,https://www.unimi.it/it/corsi/laurea-triennale/comunicazione-e-societa-ces,canonical_default,mobile,mobile,12.6.1,0.66,0.96,0.96,0.92,3166.83,9262.791000000001,7,0,5261.8302560236025,2026-04-23T14:42:32.905Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C017/lhci_filesystem/www_unimi_it-it_corsi_laurea_triennale_comunicazione_e_societa_ces-2026_04_23_14_42_32.report.json,tranche4; official course page
LH_COURSE_C018,SD0037,CR034,UNI09,C018,course_page,https://www.unimi.it/it/corsi/laurea-magistrale/editoria-culture-della-comunicazione-e-della-moda,https://www.unimi.it/it/corsi/laurea-magistrale/editoria-culture-della-comunicazione-e-della-moda,canonical_default,mobile,mobile,12.6.1,0.65,0.96,0.96,0.92,3279.5950000000003,9108.72,12,0,5652.700791359043,2026-04-23T14:43:24.279Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C018/lhci_filesystem/www_unimi_it-it_corsi_laurea_magistrale_editoria_culture_della_comunicazione_e_della_moda-2026_04_23_14_43_24.report.json,tranche4; official course page
LH_COURSE_C019,SD0040,CR034,UNI10,C019,course_page,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-della-comunicazione,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-della-comunicazione,canonical_default,mobile,mobile,12.6.1,0.73,0.95,0.96,0.92,2292.5615,4759.876499999999,242,0,4751.184959582274,2026-04-23T14:44:45.094Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C019/lhci_filesystem/www_uninsubria_it-formazione_offerta_formativa_corsi_di_laurea_scienze_della_comunicazione-2026_04_23_14_44_45.report.json,tranche4; collected before hub normalization; parent relinked to normalized programmes hub SD0046 in CR006
LH_COURSE_C020,SD0041,CR034,UNI10,C020,course_page,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-e-tecniche-della-comunicazione,https://www.uninsubria.it/formazione/offerta-formativa/corsi-di-laurea/scienze-e-tecniche-della-comunicazione,canonical_default,mobile,mobile,12.6.1,0.77,0.95,0.96,0.92,2439.404,4635.904,190,0,3228.1230506046877,2026-04-23T14:45:41.502Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C020/lhci_filesystem/www_uninsubria_it-formazione_offerta_formativa_corsi_di_laurea_scienze_e_tecniche_della_comunicazione-2026_04_23_14_45_41.report.json,tranche4; collected before hub normalization; parent relinked to normalized programmes hub SD0046 in CR006
LH_COURSE_C021,SD0044,CR034,UNI11,C021,course_page,https://corsi.unisa.it/scienze-della-comunicazione,https://corsi.unisa.it/scienze-della-comunicazione,canonical_default,mobile,mobile,12.6.1,0.95,0.98,0.79,0.92,1518.7199999999998,2347.6965,0,0.098732,2776.181748537055,2026-04-23T14:46:33.615Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C021/lhci_filesystem/corsi_unisa_it-scienze_della_comunicazione-2026_04_23_14_46_33.report.json,tranche4; official course portal
LH_COURSE_C022,SD0045,CR034,UNI11,C022,course_page,https://corsi.unisa.it/corporate-communication-e-media,https://corsi.unisa.it/corporate-communication-e-media,canonical_default,mobile,mobile,12.6.1,0.92,0.98,0.79,0.92,1517.894,2420.5280000000002,15.5,0.1371,2676.6917696708024,2026-04-23T14:46:57.061Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C022/lhci_filesystem/corsi_unisa_it-corporate_communication_e_media-2026_04_23_14_46_57.report.json,tranche4; official course portal
LH_COURSE_C023,SD0049,CR034,UNI12,C023,course_page,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,canonical_default,mobile,mobile,12.6.1,0.44,0.9,0.79,1,3878.2244999999994,6765.5875000000015,144.07324999999946,0.266009,19685.007394651915,2026-04-23T14:47:50.530Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C023/lhci_filesystem/www_uniroma3_it-corsi_dipartimento_di_filosofia_comunicazione_e_spettacolo_l_2025_2026_scienze_della_comunicazione_0580706202000001_-2026_04_23_14_47_50.report.json,tranche5; collected before hub normalization; parent relinked to normalized programmes hub SD0059 in CR008
LH_COURSE_C024,SD0050,CR034,UNI12,C024,course_page,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,canonical_default,mobile,mobile,12.6.1,0.52,0.9,0.79,1,6248.144799999999,11034.408800000001,301.1872999999978,0,7048.420127188969,2026-04-23T14:49:31.500Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C024/lhci_filesystem/www_uniroma3_it-corsi_dipartimento_di_filosofia_comunicazione_e_spettacolo_lm_2025_2026_scienze_cognitive_della_comunicazione_e_dellazione_0580707309300001_-2026_04_23_14_49_31.report.json,tranche5; collected before hub normalization; parent relinked to normalized programmes hub SD0059 in CR008
LH_COURSE_C025,SD0053,CR034,UNI13,C025,course_page,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447,canonical_default,mobile,mobile,12.6.1,0.56,0.9,0.93,1,8544.7736,12416.1992,108,0,8544.7736,2026-04-23T14:50:42.294Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C025/lhci_filesystem/www_unipa_it-dipartimenti_cultureesocieta_cds_scienzedellacomunicazione2447-2026_04_23_14_50_42.report.json,tranche5; collected before hub normalization; parent relinked to normalized programmes hub SD0060 in CR009
LH_COURSE_C026,SD0054,CR034,UNI13,C026,course_page,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,canonical_default,mobile,mobile,12.6.1,0.63,0.85,0.96,0.92,4363.2919999999995,8929.092999999999,62,0,4945.426650003777,2026-04-23T14:51:37.609Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C026/lhci_filesystem/www_unipa_it-dipartimenti_cultureesocieta_cds_comunicazionedelpatrimonioculturale2215-2026_04_23_14_51_37.report.json,tranche5; collected before hub normalization; parent relinked to normalized programmes hub SD0060 in CR009
LH_COURSE_C027,SD0057,CR034,UNI14,C027,course_page,https://www.unistrapg.it/comip,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-comunicazione-internazionale-e-pubblicitaria-comip,canonical_default,mobile,mobile,12.6.1,0.55,1,0.79,0.92,12274.266,14886.785499999998,60,0,12274.266,2026-04-23T14:52:01.481Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C027/lhci_filesystem/www_unistrapg_it-offerta_formativa_corsi_di_laurea_e_laurea_magistrale_corso_di_laurea_comunicazione_internazionale_e_pubblicitaria_comip-2026_04_23_14_52_01.report.json,tranche5; source seed redirects to canonical offerta formativa course page
LH_COURSE_C028,SD0058,CR034,UNI14,C028,course_page,https://www.unistrapg.it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-magistrale-comunicazione-pubblicitaria-storytelling-e-cultura-dimmagine-compsi,https://www.unistrapg.it/it/offerta-formativa/corsi-di-laurea-e-laurea-magistrale/corso-di-laurea-magistrale-comunicazione-pubblicitaria-storytelling-e-cultura-dimmagine-compsi,canonical_default,mobile,mobile,12.6.1,0.55,1,0.79,0.92,10636.1085,13611.003,77.88299999999981,0,10636.1085,2026-04-23T14:53:37.058Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C028/lhci_filesystem/www_unistrapg_it-offerta_formativa_corsi_di_laurea_e_laurea_magistrale_corso_di_laurea_magistrale_comunicazione_pubblicitaria_storytelling_e_cultura_dimmagine_compsi-2026_04_23_14_53_37.report.json,tranche5; official course page
