"course_id","university_id","source_document_id","indicator_id","indicator_label","priority","trigger_reason","auto_observed","auto_location_type","auto_local_findability","auto_confidence","auto_evidence_text","auto_evidence_url","auto_evidence_selector","auto_evidence_document_type","auto_notes","evidence_artifact_path","rendered_screenshot_path","target_url","reviewer_decision","reviewer_observed","reviewer_location_type","reviewer_local_findability","reviewer_confidence","reviewer_evidence_text","reviewer_evidence_url","reviewer_notes","reviewer_id","reviewed_at"
"C021","UNI11","SD0044","admission_requirements","Access requirements / admission requirements","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","pagina Modalità di accesso - Immatricolazioni
: Modalità di accesso - Immatricolazioni","https://corsi.unisa.it/scienze-della-comunicazione","[aria-label=pagina Modalità di accesso - Immatricolazioni
]","html","","artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html","","https://corsi.unisa.it/scienze-della-comunicazione","corrected","present","linked_official_page","one_click","high","Modalità di accesso - Immatricolazioni","https://corsi.unisa.it/scienze-della-comunicazione/immatricolazioni","auto loc=heading_or_summary/direct wrong. Real: nav link with aria-label ""Modalità di accesso - Immatricolazioni"" → dedicated subpage. Trailing \n in aria-label caused text-match miss.","gaia","2026-05-07T13:45:23+02:00"
"C021","UNI11","SD0044","admission_procedure","Admission or enrolment procedure","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html","","https://corsi.unisa.it/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C021","UNI11","SD0044","deadlines","Application / enrolment deadlines","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html","","https://corsi.unisa.it/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C021","UNI11","SD0044","contacts","Contact / tutor / orientation / course office","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","pagina Orientamento in Ingresso
: Orientamento in Ingresso","https://corsi.unisa.it/scienze-della-comunicazione","[aria-label=pagina Orientamento in Ingresso
]","html","","artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html","","https://corsi.unisa.it/scienze-della-comunicazione","corrected","present","linked_official_page","one_click","high","Contatti","https://corsi.unisa.it/scienze-della-comunicazione/contatti","auto picked ""Orientamento in Ingresso"" (orientation nav link). Real: dedicated /contatti subpage also present. Corrected to /contatti as more appropriate contacts evidence.","gaia","2026-05-07T13:45:23+02:00"
"C022","UNI11","SD0045","course_title","Course title","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Corporate Communication e Media | Home","https://corsi.unisa.it/corporate-communication-e-media","title|h1","html","","artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html","","https://corsi.unisa.it/corporate-communication-e-media","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C022","UNI11","SD0045","degree_level","Degree level","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","CORSO DI LAUREA MAGISTRALE LM-59 LM-92","https://corsi.unisa.it/corporate-communication-e-media","h4","html","","artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html","","https://corsi.unisa.it/corporate-communication-e-media","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C022","UNI11","SD0045","academic_year","Academic year or edition","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html","","https://corsi.unisa.it/corporate-communication-e-media","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C022","UNI11","SD0045","language","Teaching language","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html","","https://corsi.unisa.it/corporate-communication-e-media","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C022","UNI11","SD0045","location","Campus / city / location","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","CAMPUS MAP","https://corsi.unisa.it/corporate-communication-e-media","h3","html","","artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html","","https://corsi.unisa.it/corporate-communication-e-media","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C022","UNI11","SD0045","study_plan","Study plan / piano di studi / curriculum / teachings","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Didattica: Didattica D. D. di surroga della rappresentanza studentesca in seno alla CPDS del DISPC","https://corsi.unisa.it/corporate-communication-e-media","a>span+div","html","","artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html","","https://corsi.unisa.it/corporate-communication-e-media","corrected","present","linked_official_page","one_click","high","Piano di Studi","https://corsi.unisa.it/corporate-communication-e-media/didattica/piano-di-studi","auto concatenated nav ""Didattica"" label + committee minutes text (D.D. di surroga). Real: explicit ""Piano di Studi"" nav link → dedicated subpage.","gaia","2026-05-07T13:40:03+02:00"
"C022","UNI11","SD0045","admission_requirements","Access requirements / admission requirements","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","pagina Modalità di accesso - Immatricolazioni
: Modalità di accesso - Immatricolazioni","https://corsi.unisa.it/corporate-communication-e-media","[aria-label=pagina Modalità di accesso - Immatricolazioni
]","html","","artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html","","https://corsi.unisa.it/corporate-communication-e-media","corrected","present","linked_official_page","one_click","high","Modalità di accesso - Immatricolazioni","https://corsi.unisa.it/corporate-communication-e-media/immatricolazioni","auto loc=heading_or_summary/direct wrong. Real: nav link with aria-label ""Modalità di accesso - Immatricolazioni"" → dedicated subpage. Trailing \n in aria-label caused text-match miss.","gaia","2026-05-07T13:45:23+02:00"
"C022","UNI11","SD0045","admission_procedure","Admission or enrolment procedure","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html","","https://corsi.unisa.it/corporate-communication-e-media","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C022","UNI11","SD0045","deadlines","Application / enrolment deadlines","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html","","https://corsi.unisa.it/corporate-communication-e-media","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C022","UNI11","SD0045","contacts","Contact / tutor / orientation / course office","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","pagina Orientamento in Ingresso
: Orientamento in Ingresso","https://corsi.unisa.it/corporate-communication-e-media","[aria-label=pagina Orientamento in Ingresso
]","html","","artifacts/journeys/J022_C022_corporate-communication-e-media-interclasse-lm-59-lm-92/source/SD0045.html","","https://corsi.unisa.it/corporate-communication-e-media","corrected","present","linked_official_page","one_click","high","Contatti","https://corsi.unisa.it/corporate-communication-e-media/contatti","auto picked ""Orientamento in Ingresso"" (orientation nav link). Real: dedicated /contatti subpage also present. Corrected to /contatti as more appropriate contacts evidence.","gaia","2026-05-07T13:45:23+02:00"
"C023","UNI12","SD0049","course_title","Course title","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Scienze della Comunicazione - Università Roma Tre","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","title|h1","html","","artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C023","UNI12","SD0049","degree_level","Degree level","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Corsi Di Laurea Magistrale A Ciclo Unico 23023-31 Corsi di Laurea Magistrale a Ciclo Unico","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","span@li","html","","artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C023","UNI12","SD0049","academic_year","Academic year or edition","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Offerta Formativa 38275-28 Offerta formativa","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","span@li","html","","artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C023","UNI12","SD0049","language","Teaching language","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C023","UNI12","SD0049","location","Campus / city / location","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C023","UNI12","SD0049","study_plan","Study plan / piano di studi / curriculum / teachings","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Offerta Formativa 38275-28 Offerta formativa","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","span@li","html","","artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C023","UNI12","SD0049","admission_requirements","Access requirements / admission requirements","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Requisiti di ammissione: Risultati di apprendimento attesi | Conoscenza e comprensione | Capacità di applicare conoscenza e comprensione","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","div>label+div","html","","artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","corrected","present","accordion","one_click","high","Requisiti di ammissione","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","auto loc=heading_or_summary wrong. Real: checkbox accordion (class ""according--container-element-group"") with label ""Requisiti di ammissione"". Ev_text was parser concat of label+content.","gaia","2026-05-07T13:49:47+02:00"
"C023","UNI12","SD0049","admission_procedure","Admission or enrolment procedure","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Come Iscriversi 71687-71 Come iscriversi","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","span@li","html","","artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C023","UNI12","SD0049","deadlines","Application / enrolment deadlines","essential","location_type=linked_pdf | course_outlier(missing>=3)","present","linked_pdf","document_link","medium","Bando","https://www.uniroma3.it/downloads/bandi2526/bando%20accesso%20libero%202025-2026.pdf","a[pdf]","pdf","","artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","confirmed","","","","","","","","gaia","2026-05-07T13:57:16+02:00"
"C023","UNI12","SD0049","contacts","Contact / tutor / orientation / course office","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Orientamento In Ingresso 57827-68 Orientamento in ingresso","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","span@li","html","","artifacts/journeys/J023_C023_scienze-della-comunicazione/source/SD0049.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C024","UNI12","SD0050","course_title","Course title","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Scienze Cognitive della Comunicazione e dell'Azione - Università Roma Tre","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","title|h1","html","","artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C024","UNI12","SD0050","degree_level","Degree level","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Corsi Di Laurea Magistrale A Ciclo Unico 59729-31 Corsi di Laurea Magistrale a Ciclo Unico","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","span@li","html","","artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C024","UNI12","SD0050","academic_year","Academic year or edition","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Offerta Formativa 15471-28 Offerta formativa","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","span@li","html","","artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C024","UNI12","SD0050","language","Teaching language","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C024","UNI12","SD0050","location","Campus / city / location","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C024","UNI12","SD0050","study_plan","Study plan / piano di studi / curriculum / teachings","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Offerta Formativa 15471-28 Offerta formativa","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","span@li","html","","artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C024","UNI12","SD0050","admission_requirements","Access requirements / admission requirements","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","requisiti di ammissione","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","body","html","keyword found in page text without structural anchor","artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","corrected","present","accordion","one_click","high","Requisiti di ammissione","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","auto classified ambiguous. Real: accordion widget (class ""according--container-element-group"") with label ""Requisiti di ammissione"" + content. Same structure as C023.","gaia","2026-05-07T14:01:14+02:00"
"C024","UNI12","SD0050","admission_procedure","Admission or enrolment procedure","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Come Iscriversi 1661-71 Come iscriversi","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","span@li","html","","artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C024","UNI12","SD0050","deadlines","Application / enrolment deadlines","essential","location_type=linked_pdf | course_outlier(missing>=3)","present","linked_pdf","document_link","medium","Bando","https://www.uniroma3.it/downloads/bandi2526/Bando%20AA%202025-2026%20LM.pdf","a[pdf]","pdf","","artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","confirmed","","","","","","","","gaia","2026-05-07T13:57:16+02:00"
"C024","UNI12","SD0050","contacts","Contact / tutor / orientation / course office","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Orientamento In Ingresso 52445-68 Orientamento in ingresso","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","span@li","html","","artifacts/journeys/J024_C024_scienze-cognitive-della-comunicazione-e-dell-azione/source/SD0050.html","","https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2025-2026/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C025","UNI13","SD0053","course_title","Course title","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","2447 - SCIENZE DELLA COMUNICAZIONE | Università degli Studi di Palermo","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","title|h1","html","","artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","confirmed","","","","","","","","gaia","2026-05-07T13:49:47+02:00"
"C025","UNI13","SD0053","degree_level","Degree level","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Videopresentazione del Corso di Laurea","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","h3","html","","artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C025","UNI13","SD0053","academic_year","Academic year or edition","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Procedure per l’assolvimento degli OFA | a.a. 2025/2026","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","h2","html","","artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C025","UNI13","SD0053","language","Teaching language","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C025","UNI13","SD0053","location","Campus / city / location","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Sapori fuori dagli sche(r)mi 5-mar-2026 Palermo | 19 marzo 2026 Campus Unipa, Aula Magna ed. 15 ore 18.00 Locandina dell'evento di presentazione e programma della rassegna","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","p@div","html","","artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C025","UNI13","SD0053","study_plan","Study plan / piano di studi / curriculum / teachings","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Scarica la brochure del corso con il piano di studi completo","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","h4","html","","artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C025","UNI13","SD0053","admission_requirements","Access requirements / admission requirements","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Procedure per l’assolvimento degli OFA | a.a. 2025/2026","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","h2","html","","artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C025","UNI13","SD0053","admission_procedure","Admission or enrolment procedure","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C025","UNI13","SD0053","deadlines","Application / enrolment deadlines","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","scadenza","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","body","html","keyword found in page text without structural anchor","artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","corrected","present","inline_html","direct","high","Scadenza termine presentazione candidature","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","auto ev=""scadenza"" classified ambiguous. Real: ""29-ott-2025 Scadenza termine presentazione candidature ore 12:00 del settimo giorno successivo"" — explicit deadline with date and time.","gaia","2026-05-07T14:01:14+02:00"
"C025","UNI13","SD0053","contacts","Contact / tutor / orientation / course office","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Coordinatore","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","h3","html","","artifacts/journeys/J025_C025_scienze-della-comunicazione/source/SD0053.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C026","UNI13","SD0054","course_title","Course title","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","2215 - COMUNICAZIONE DEL PATRIMONIO CULTURALE | Università degli Studi di Palermo","https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215","title|h1","html","","artifacts/journeys/J026_C026_comunicazione-del-patrimonio-culturale/source/SD0054.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215","confirmed","","","","","","","","gaia","2026-05-07T13:49:47+02:00"
"C026","UNI13","SD0054","degree_level","Degree level","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Procedure di ammissione ai Corsi di Laurea Magistrale in Comunicazione e date colloqui a.a. 2025/2026","https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215","h4","html","","artifacts/journeys/J026_C026_comunicazione-del-patrimonio-culturale/source/SD0054.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C026","UNI13","SD0054","academic_year","Academic year or edition","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Procedure di ammissione ai Corsi di Laurea Magistrale in Comunicazione e date colloqui a.a. 2025/2026","https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215","h4","html","","artifacts/journeys/J026_C026_comunicazione-del-patrimonio-culturale/source/SD0054.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C026","UNI13","SD0054","language","Teaching language","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J026_C026_comunicazione-del-patrimonio-culturale/source/SD0054.html","","https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
